title,review,vote
La cité des enfants perdus,"The City of Lost Children is a series of associated visual stimuli so imaginative and omnivorous that their spectacle has the effect of wearing us out. Nevertheless, if you think of yourself as warped, you really must see this.",fresh
La cité des enfants perdus,The French fantasy adventure The City of Lost Children is a dark phantasmagoria so visually amazing and provocative -- yet dense and confusing -- that viewers may need to see it more than once to take it all in.,fresh
La cité des enfants perdus,"Many people will probably not find themselves sympathetic to this movie's overachieving technological pretensions, while others will find it the best film in months or years.",fresh
Yao a yao yao dao waipo qiao,Shanghai Triad concludes the sublime seven-movie collaboration of Chinese filmmaker Zhang Yimou and actress Gong Li with a bang worthy of the most jubilant New Year's Eve.,fresh
Dangerous Minds,"Pfeiffer gives a funny, scrappy performance that makes you feel a committed teacher's fire to make a difference.",fresh
Dangerous Minds,"The tale screenwriter Ronald Bass came up with, and the way director John N. Smith tells it, is stereotypical, predictable and simplified to the point of meaninglessness.",rotten
Dangerous Minds,"If only the filmmakers had used some subtlety in telling the story, they could have done right by the real LouAnne Johnson.",rotten
Dangerous Minds,"What makes it work is the integrity of Pfeiffer's performance and Smith's direction, and the high spirits of the young, racially diverse supporting cast.",fresh
Dangerous Minds,"The movie pretends to show poor black kids being bribed into literacy by Dylan and candy bars, but actually it is the crossover white audience that is being bribed with mind-candy in the form of safe words by the two Dylans.",rotten
Dangerous Minds,"The movie has real emotional and reportorial credibility, a prime source of its power.",fresh
Dangerous Minds,Pfeiffer has a lot of good moments as Johnson.,fresh
Dangerous Minds,Stay home and watch Welcome Back Kotter. It's more enlightening.,rotten
Dangerous Minds,"Pfieffer is absurdly miscast: Sly Stallone would make a more plausible Mr. Chips than the frail, squeaky actress does a nine-year veteran of the Marine Corps.",rotten
Wings of Courage,"This 40-minute epic about mountain survival in the wake of a plane crash is like sitting through Alive again, though in this case there isn't anything for the hero to eat.",rotten
Babe,"Babe is not, strictly speaking, a kid's movie. It is a preposterously funny fable that strikes a chord with adults, too.",fresh
Babe,"For children, the movie will play like a storybook come to life. Adults, at first, will marvel at the special effects and puppetry. But ultimately, they'll be won over by the nuances of a story that finds a fresh way to deliver a timeless message.",fresh
Babe,A film that is exceptional in its technical effects and its graceful ability to entertain.,fresh
Babe,"[It's] a comedy of animal manners that is much funnier and much cannier than any recent movie about human relationships: a lovely, stubbornly idiosyncratic fable of aspiration and survival.",fresh
Babe,It has a surprising charm.,fresh
Babe,"Australian director Chris Noonan and producer George Miller show what real talent and imagination can do, even without big-name humans as costars.",fresh
Babe,"The characters (both animal and human) are solidly conceived, and the storytelling and visuals are expertly fashioned.",fresh
Babe,A dazzling family entertainment with enormous charm that utilizes breathtaking technical innovation.,fresh
Babe,"Charming, eccentric and very amusing.",fresh
Babe,"A lovely, intelligent gem of G-rated entertainment that is also rib-tickling funny.",fresh
Babe,"If only people would be more like these animals, the world, though hardly saner, would certainly be a lot more fun.",fresh
Babe,The underlying tricks are never allowed to upstage the story in all its humble sweetness.,fresh
Babe,A silk purse among children's entertainment.,fresh
Babe,"The movie, directed by Chris Noonan, who wrote the screenplay with George Miller, takes a child's-eye view of a world that is photographed to look like a storybook come to life.",fresh
Babe,"A hilarious fantasy, about a plucky piglet that learns how to tend sheep, Babe is a barnyard charmer.",fresh
Babe,"Babe is a movie made with charm and wit, and unlike some family movies it does not condescend, not for a second.",fresh
Babe,"Through a mixture of imaginative storytelling, impressive animatronics, and irresistible cuteness, Babe casts a spell over all viewers -- young, old, or somewhere in between.",fresh
Carrington,"The leads do physically resemble their real-life prototypes, judging from last year's coffee-table book on Carrington's art and personal circle. But the snail's pacing, vague writing and Thompson herself leave a fatal void.",rotten
Dead Man Walking,"Tim Robbins's balanced yet uncompromising approach refuses to judge any of the characters, including the killer (superlatively played by Sean Penn), instead giving each a fair chance to present their case with dignity and respect.",fresh
Dead Man Walking,"An intelligent, balanced, devastating movie.",fresh
Dead Man Walking,"Takes us along on the reluctant, difficult, essentially spiritual journey these two unlikely people make together.",fresh
Dead Man Walking,"Dead Man Walking could easily be manipulative or exploitative, but it's neither. Instead, this is hard-hitting drama that neither accepts nor offers quarter.",fresh
Dead Man Walking,A thought-provoking drama not to be missed or dismissed.,fresh
Dead Man Walking,An extremely affecting experience,fresh
Dead Man Walking,"Robbins, who also wrote the script, is no Truman Capote, let alone a Victor Hugo, and his film trips up constantly on indecisiveness about what it is he's trying to say.",rotten
Dead Man Walking,It will send you home with more than a few long thoughts.,fresh
Dead Man Walking,"is the finest, least compromised film about capital punishment ever advancing a gently stated 'anti' view but going the extra 100 miles to give victims their due.",fresh
Dead Man Walking,"Absorbing, surprising, technically superb and worth talking about for a long time afterward",fresh
Dead Man Walking,"Robbins and Susan Sarandon, have crafted a film that transcends its own political message by a scrupulous attention to detail.",fresh
Dead Man Walking,"Don't go unadvised, and don't plan anything too frivolous for right afterwards. But do go.",fresh
Dead Man Walking,"A daring stand and a daring, uncompromised film.",fresh
Dead Man Walking,Acting rarely gets better than this.,fresh
Dead Man Walking,Penn gives an astonishing performance and delivers exactly what Dead Man Walking needs.,fresh
Dead Man Walking,The picture is cloudy in intent.,rotten
Dead Man Walking,"Sarandon, who won the Oscar for Best Actress for this role, is superb, but Penn is extraordinary.",fresh
Dead Man Walking,Its final moments leave us awash in emotion.,fresh
Across the Sea of Time,"Employing 3-D and PSE sound, then projected on a screen that suggests a small skyscraper, the new show at West Side Manhattan's Sony IMAX theater is, visually speaking, nothing but a clear day... but it definitely put me in scat-mode.",rotten
It Takes Two,"The film's underlying sentiment is conveyed effectively, if obviously.",fresh
It Takes Two,"Alas, the Olsen girls are not immediately heart-warming.",rotten
It Takes Two,"Under the direction of Andy Tennant, the Olsen sisters lay on the icky-poo cuteness with several trowels, often delivering their lines as though they were reciting the alphabet.",rotten
It Takes Two,"A harmless caper that ought to thrill girls under 12, and offer modest diversion to their parents.",none
It Takes Two,Writer Deborah Dean Davis and director Andy Tennant are fully aware of the absolute predictability of their material and therefore make the getting to an inevitable ending as much fun as possible.,fresh
